Country,City,Lifestyle_Level,Rent_Type,Monthly_Rent,Monthly_Utilities,Monthly_Transport,Monthly_Groceries,Monthly_School_Fees,Monthly_Dining,Monthly_Healthcare,Monthly_Misc,Total_Monthly_Cost,Currency,Source,Last_Verified,Estimation_Flag,Notes
Australia,Perth,Basic,1BHK,1800,330,159,290,0,100,0,100,2779,AUD,"Numbeo Perth (Feb 2026); Domain.com.au Perth; Realestate.com.au; Transperth SmartRider; City of Perth rates",2026-02-18,N,"Rent=Numbeo Perth city-centre 1-bed ~$1,800 (Domain median $1,600-$2,000). Utilities=electricity $110 + gas $35 + water $30 + council rates ~$90/mo + internet $65 = $330. Perth has strong mining economy supporting rental demand."
Australia,Perth,Basic,Family (2-3 BHK),2800,430,159,290,0,100,0,100,3879,AUD,"Numbeo Perth (Feb 2026); Domain.com.au Perth 3-bed; Transperth SmartRider",2026-02-18,Y,"Rent=Domain Perth 2-3 bed median $2,600-$3,000. Utilities higher for larger dwelling. School fees NOT included."
Australia,Perth,Moderate,Shared Accommodation,800,95,200,380,0,200,0,200,1875,AUD,"Numbeo Perth (Feb 2026); Flatmates.com.au; Transperth SmartRider",2026-02-18,N,"Transport=SmartRider $159 + occasional Uber $41. Groceries=standard Coles/Woolworths. Dining=6-8 meals/month. Misc=phone $50 + streaming $25 + gym $60 + personal $65."
Australia,Perth,Moderate,1BHK,1800,330,200,380,0,200,0,200,3110,AUD,"Numbeo Perth (Feb 2026); Domain.com.au; Transperth SmartRider",2026-02-18,N,"Standard settled doctor scenario in Perth. Mining sector proximity can boost locum/overtime rates significantly."
Australia,Perth,Moderate,Family (2-3 BHK),2800,430,200,380,0,200,0,200,4210,AUD,"Numbeo Perth (Feb 2026); Domain.com.au; Transperth SmartRider",2026-02-18,Y,"Family home in Perth suburb (e.g. Subiaco, Nedlands, Como). School fees NOT included."
Australia,Perth,Premium,Shared Accommodation,800,95,480,530,0,400,175,450,2930,AUD,"Numbeo Perth (Feb 2026); Flatmates.com.au; Bupa/Medibank 2026",2026-02-18,Y,"Unusual combination. Transport=SmartRider + car (rego $65/mo + insurance $110/mo + fuel $140/mo + parking $65/mo ≈ $380 + SmartRider top-up $100). Healthcare=Bupa basic hospital + extras ~$175/month."
Australia,Perth,Premium,1BHK,1800,330,480,530,0,400,175,450,4165,AUD,"Numbeo Perth (Feb 2026); Domain.com.au; Bupa/Medibank 2026",2026-02-18,N,"Premium lifestyle in Perth. Perth is geographically isolated — flights to eastern states add to travel costs. Healthcare=Bupa/Medibank ~$175/month."
Australia,Perth,Premium,Family (2-3 BHK),2800,430,480,530,0,400,175,450,5265,AUD,"Numbeo Perth (Feb 2026); Domain.com.au; Bupa/Medibank 2026",2026-02-18,N,"Premium family lifestyle in Perth. School fees NOT included — private school adds $1,500-$3,500/month. Perth isolation means less competition for specialist positions."
Australia,Adelaide,Basic,Shared Accommodation,700,85,117,280,0,90,0,90,1362,AUD,"Numbeo Adelaide (Feb 2026); Flatmates.com.au Adelaide; Adelaide Metro Metrogo; City of Adelaide rates 2025-26",2026-02-18,N,"Rent=Flatmates.com.au Adelaide median $650-$750 for room in shared house (most affordable major AU city). Utilities=personal share $85. Transport=Adelaide Metro Metrogo 28-day pass (regular) $117. Groceries=Aldi/Coles home brand. Healthcare=$0 Medicare."
Australia,Adelaide,Basic,1BHK,1400,290,117,280,0,90,0,90,2267,AUD,"Numbeo Adelaide (Feb 2026); Domain.com.au Adelaide; Realestate.com.au; Adelaide Metro Metrogo; City of Adelaide rates",2026-02-18,N,"Rent=Numbeo Adelaide city-centre 1-bed ~$1,400 (Domain median $1,200-$1,600). Utilities=electricity $100 + gas $30 + water $25 + council rates ~$70/mo + internet $65 = $290. Adelaide is the most affordable major Australian city."
Australia,Adelaide,Basic,Family (2-3 BHK),2200,380,117,280,0,90,0,90,3157,AUD,"Numbeo Adelaide (Feb 2026); Domain.com.au Adelaide 3-bed; Adelaide Metro Metrogo",2026-02-18,Y,"Rent=Domain Adelaide 2-3 bed median $2,000-$2,400. Utilities higher for larger dwelling. School fees NOT included."
Australia,Adelaide,Moderate,Shared Accommodation,700,85,155,370,0,180,0,190,1680,AUD,"Numbeo Adelaide (Feb 2026); Flatmates.com.au; Adelaide Metro Metrogo",2026-02-18,N,"Transport=Metrogo $117 + occasional Uber $38. Groceries=standard Coles/Woolworths. Dining=6-8 meals/month. Misc=phone $50 + streaming $25 + gym $55 + personal $60."
Australia,Adelaide,Moderate,1BHK,1400,290,155,370,0,180,0,190,2585,AUD,"Numbeo Adelaide (Feb 2026); Domain.com.au; Adelaide Metro Metrogo",2026-02-18,N,"Standard settled doctor scenario in Adelaide. Excellent value — significantly cheaper than Sydney/Melbourne/Brisbane. Strong public hospital system (Royal Adelaide Hospital, Flinders Medical Centre)."
Australia,Adelaide,Moderate,Family (2-3 BHK),2200,380,155,370,0,180,0,190,3475,AUD,"Numbeo Adelaide (Feb 2026); Domain.com.au; Adelaide Metro Metrogo",2026-02-18,Y,"Family home in Adelaide suburb (e.g. Norwood, Unley, Glenelg). School fees NOT included."
Australia,Adelaide,Premium,Shared Accommodation,700,85,450,500,0,380,175,430,2720,AUD,"Numbeo Adelaide (Feb 2026); Flatmates.com.au; Bupa/Medibank 2026",2026-02-18,Y,"Unusual combination. Transport=Metrogo + car (rego $55/mo + insurance $100/mo + fuel $130/mo + parking $50/mo ≈ $335 + Metrogo top-up $115). Healthcare=Bupa basic hospital + extras ~$175/month."
Australia,Adelaide,Premium,1BHK,1400,290,450,500,0,380,175,430,3625,AUD,"Numbeo Adelaide (Feb 2026); Domain.com.au; Bupa/Medibank 2026",2026-02-18,N,"Premium lifestyle in Adelaide. Adelaide offers best value among Australian capital cities for premium living. Healthcare=Bupa/Medibank ~$175/month."
Australia,Adelaide,Premium,Family (2-3 BHK),2200,380,450,500,0,380,175,430,4515,AUD,"Numbeo Adelaide (Feb 2026); Domain.com.au; Bupa/Medibank 2026",2026-02-18,N,"Premium family lifestyle in Adelaide. School fees NOT included — private school adds $1,200-$3,000/month. Adelaide has a lower cost barrier for premium lifestyle than other capitals."
Australia,Sydney,Basic,Shared Accommodation,1350,120,220,300,0,60,0,100,2150,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Flatmates.com.au; Transport NSW Opal fares 2026",2026-02-18,N,"Rent=Flatmates.com.au Sydney avg $310/wk ($1,350/mo). Utilities=personal share (often partially included in shared rent; figure reflects individual's out-of-pocket share of electricity/gas/internet). Transport=Opal card weekly cap $50 x 4.33 weeks ~$220. School fees=$0. Healthcare=$0 Medicare covers GP + public hospital. Groceries=Aldi/Coles home brand budget."
Australia,Sydney,Basic,1BHK,2900,320,220,300,0,60,0,100,3900,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Transport NSW Opal fares 2026",2026-02-18,N,"Rent=Domain/Numbeo Sydney city-centre 1-bed avg $2,900/mo (consistent with $670-750/wk range). Utilities=electricity+gas $120 + water $30 + council rates ~$100/mo (City of Sydney residential avg quarterly ÷ 3) + internet $70 = $320. Transport=Opal weekly cap $50."
Australia,Sydney,Basic,Family (2-3 BHK),4500,440,220,300,0,60,0,100,5620,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Transport NSW Opal fares 2026",2026-02-18,Y,"Rent=Numbeo/Domain Sydney city-centre 3-bed avg ~$4,500/mo ($1,040-1,100/wk). Utilities higher for larger dwelling + higher council rates band (electricity+gas $175 + water $40 + council rates ~$130/mo + internet $70 + strata water ≈ $25). School fees NOT included — private school adds A$800-2,500/month; public school = $0."
Australia,Sydney,Moderate,Shared Accommodation,1350,120,280,450,0,210,0,220,2630,AUD,"Numbeo Sydney (Feb 2026); Flatmates.com.au; Transport NSW Opal fares 2026",2026-02-18,N,"Rent=same as Basic (lifestyle level affects spending categories not accommodation type). Transport=Opal $220 + Uber top-up ~$60/month. Groceries=standard Coles/Woolworths mid-range. Dining=6-8 meals/month mix casual/mid-range. Misc=phone contract $50 + Netflix/Spotify $30 + gym $60 + clothing/personal $80."
Australia,Sydney,Moderate,1BHK,2900,320,280,450,0,210,0,220,4380,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Transport NSW Opal fares 2026",2026-02-18,N,"Most common scenario for single settled doctor in Sydney. Rent=Domain/Numbeo 1-bed city-centre $2,900/mo. Transport=Opal + occasional Uber. Sydney is Australia's most expensive city but offers highest specialist salaries."
Australia,Sydney,Moderate,Family (2-3 BHK),4500,440,280,450,0,210,0,220,6100,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Transport NSW Opal fares 2026",2026-02-18,Y,"Family apartment inner suburbs (e.g. Randwick, Burwood, Hurstville). Utilities higher for larger space. School fees NOT included. Moderate lifestyle with standard Coles/Woolworths shopping."
Australia,Sydney,Premium,Shared Accommodation,1350,120,570,650,0,450,180,450,3770,AUD,"Numbeo Sydney (Feb 2026); Flatmates.com.au; Transport NSW Opal fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,Y,"Unusual combination (Premium lifestyle with shared accommodation) but valid if maximising savings on rent. Transport=car ownership (insurance $150 + fuel $180 + rego/maintenance $80 + parking $120) + occasional Opal $40 = $570. Healthcare=Bupa/Medibank private hospital+extras single ~$180/mo."
Australia,Sydney,Premium,1BHK,2900,320,570,650,0,450,180,450,5520,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Transport NSW Opal fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,N,"Premium 1-bed in inner Sydney (Surry Hills, Darlinghurst, Potts Point). Transport=Opal + car (insurance $150 + fuel $180 + rego/maintenance $80 + parking $120). Healthcare=Bupa/Medibank private hospital+extras ~$180/mo. Groceries=Woolworths premium/organic + specialty stores."
Australia,Sydney,Premium,Family (2-3 BHK),4500,440,570,650,0,450,180,450,7240,AUD,"Numbeo Sydney (Feb 2026); Domain.com.au; Transport NSW Opal fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,N,"Premium family lifestyle in Sydney — Australia's most expensive city. School fees NOT included — private school would add A$800-2,500/month. Healthcare=private health insurance $180/mo. Transport includes car ownership."
Australia,Melbourne,Basic,Shared Accommodation,1150,110,200,280,0,55,0,90,1885,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; Flatmates.com.au; PTV Victoria Myki fares 2026",2026-02-18,N,"Rent=Flatmates.com.au Melbourne avg $265/wk ($1,150/mo). Utilities=personal share ~$110. Transport=Myki daily cap $10.30 x ~20 commuting days ~$200/mo. School fees=$0. Healthcare=$0 Medicare. Melbourne is slightly cheaper than Sydney overall."
Australia,Melbourne,Basic,1BHK,2200,290,200,280,0,55,0,90,3115,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; PTV Victoria Myki fares 2026",2026-02-18,N,"Rent=Domain/Numbeo Melbourne city-centre 1-bed avg $2,200/mo (consistent with $500-560/wk). Utilities=electricity+gas $130 + water $25 + council rates ~$65/mo (City of Melbourne avg residential quarterly ÷ 3) + internet $70 = $290."
Australia,Melbourne,Basic,Family (2-3 BHK),3400,400,200,280,0,55,0,90,4425,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; PTV Victoria Myki fares 2026",2026-02-18,Y,"Rent=Numbeo/Domain Melbourne city-centre 3-bed ~$3,400/mo ($780-850/wk). Utilities higher for larger dwelling (electricity+gas $185 + water $35 + council rates ~$110/mo + internet $70). School fees NOT included — private school adds A$800-2,500/month."
Australia,Melbourne,Moderate,Shared Accommodation,1150,110,260,420,0,200,0,210,2350,AUD,"Numbeo Melbourne (Feb 2026); Flatmates.com.au; PTV Victoria Myki fares 2026",2026-02-18,N,"Rent=same as Basic. Transport=Myki $200 + Uber top-up ~$60/month. Groceries=standard Coles/Woolworths. Dining=6-8 meals/month. Melbourne has excellent food culture."
Australia,Melbourne,Moderate,1BHK,2200,290,260,420,0,200,0,210,3580,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; PTV Victoria Myki fares 2026",2026-02-18,N,"Most common scenario for single settled doctor in Melbourne. Myki + occasional Uber. Melbourne has excellent public transport network (trams/trains/buses). Misc=phone $50 + streaming $30 + gym $55 + clothing/personal $75."
Australia,Melbourne,Moderate,Family (2-3 BHK),3400,400,260,420,0,200,0,210,4890,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; PTV Victoria Myki fares 2026",2026-02-18,Y,"Family apartment in inner/middle suburbs (e.g. Box Hill, Clayton, Footscray). School fees NOT included. Melbourne offers good value compared to Sydney for family living."
Australia,Melbourne,Premium,Shared Accommodation,1150,110,500,600,0,420,175,430,3385,AUD,"Numbeo Melbourne (Feb 2026); Flatmates.com.au; PTV Victoria Myki fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,Y,"Unusual combination. Transport=car ownership (insurance $140 + fuel $160 + rego/maintenance $70 + parking $100) + occasional Myki $30 = $500. Healthcare=Bupa/Medibank private hospital+extras single ~$175/mo."
Australia,Melbourne,Premium,1BHK,2200,290,500,600,0,420,175,430,4615,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; PTV Victoria Myki fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,N,"Premium 1-bed inner Melbourne (South Yarra, St Kilda, Fitzroy). Transport=Myki + car costs. Healthcare=Bupa/Medibank private ~$175/mo. Groceries=Woolworths premium/organic + Queen Victoria Market specialty."
Australia,Melbourne,Premium,Family (2-3 BHK),3400,400,500,600,0,420,175,430,5925,AUD,"Numbeo Melbourne (Feb 2026); Domain.com.au; PTV Victoria Myki fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,N,"Premium family lifestyle in Melbourne. School fees NOT included. Healthcare=private health insurance $175/mo. Melbourne is ~15-20% cheaper than Sydney for equivalent lifestyle."
Australia,Canberra,Basic,Shared Accommodation,1050,110,120,290,0,50,0,90,1710,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Flatmates.com.au; Transport Canberra ACTION bus fares 2026",2026-02-18,N,"Rent=Flatmates.com.au Canberra avg $245/wk ($1,050/mo). Utilities=personal share ~$110. Transport=ACTION bus MyWay daily cap ~$5.12 x ~22 working days ~$120/mo. Healthcare=$0 Medicare. Canberra has limited public transport — a car is common but not essential for Basic lifestyle if living near light rail/bus routes."
Australia,Canberra,Basic,1BHK,1950,280,120,290,0,50,0,90,2780,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Transport Canberra ACTION bus fares 2026",2026-02-18,N,"Rent=Domain/Numbeo Canberra city-centre 1-bed avg $1,950/mo (consistent with $450-500/wk). Utilities=electricity+gas $140 + water $25 + ACT general rates ~$50/mo (quarterly ÷ 3) + internet $65 = $280. Canberra has cold winters — higher heating costs Oct-Apr."
Australia,Canberra,Basic,Family (2-3 BHK),2800,380,120,290,0,50,0,90,3730,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Transport Canberra ACTION bus fares 2026",2026-02-18,Y,"Rent=Numbeo/Domain Canberra 3-bed ~$2,800/mo ($650-700/wk). Utilities higher for larger dwelling and winter heating (electricity+gas $195 + water $30 + rates ~$85/mo + internet $70). School fees NOT included — ACT has excellent public schools. Private adds A$600-2,000/month."
Australia,Canberra,Moderate,Shared Accommodation,1050,110,200,430,0,190,0,200,2180,AUD,"Numbeo Canberra (Feb 2026); Flatmates.com.au; Transport Canberra ACTION bus fares 2026",2026-02-18,N,"Rent=same as Basic. Transport=ACTION bus $120 + Uber/taxi $80/mo (Uber usage higher in Canberra due to limited PT network coverage). Groceries=standard Coles/Woolworths. Dining=6-8 meals/month."
Australia,Canberra,Moderate,1BHK,1950,280,200,430,0,190,0,200,3250,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Transport Canberra ACTION bus fares 2026",2026-02-18,N,"Most common scenario for single settled doctor in Canberra. ACTION bus + Uber. Canberra offers excellent doctor salaries (ACT Health / Canberra Hospital) relative to moderate cost of living vs Sydney. Misc=phone $50 + streaming $25 + gym $50 + clothing/personal $75."
Australia,Canberra,Moderate,Family (2-3 BHK),2800,380,200,430,0,190,0,200,4200,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Transport Canberra ACTION bus fares 2026",2026-02-18,Y,"Family home in Canberra suburbs (e.g. Woden, Belconnen, Gungahlin). School fees NOT included — ACT has strong public school system. Good family city with low crime and excellent amenities."
Australia,Canberra,Premium,Shared Accommodation,1050,110,410,620,0,400,170,420,3180,AUD,"Numbeo Canberra (Feb 2026); Flatmates.com.au; Transport Canberra ACTION fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,Y,"Unusual combination. Transport=car ownership (insurance $130 + fuel $150 + rego/maintenance $70 + parking $40) + occasional bus $20 = $410. Healthcare=Bupa/Medibank private hospital+extras single ~$170/mo. Canberra is very car-friendly with typically free hospital parking."
Australia,Canberra,Premium,1BHK,1950,280,410,620,0,400,170,420,4250,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Transport Canberra ACTION fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,N,"Premium 1-bed in central Canberra (Braddon, Kingston, New Acton). Transport=car + occasional bus/light rail. Healthcare=Bupa/Medibank private ~$170/mo. Groceries=Woolworths premium/organic + Fyshwick Fresh Food Markets."
Australia,Canberra,Premium,Family (2-3 BHK),2800,380,410,620,0,400,170,420,5200,AUD,"Numbeo Canberra (Feb 2026); Domain.com.au; Transport Canberra ACTION fares 2026; Bupa/Medibank private health insurance quotes (Feb 2026)",2026-02-18,N,"Premium family lifestyle in Canberra. School fees NOT included — private school adds A$600-2,000/month. Canberra offers excellent quality of life — clean city, proximity to nature (Namadgi, coast 2hrs), strong public services. Government city with good healthcare infrastructure (Canberra Hospital, Calvary)."
